Mito,Mito-IMS,Mito-Matrix,Mito-MIM,Mito-MOM,OXPHOS,mtComplexI,PlasmaMembrane,Golgi,Lysosome,LysoTMs,ER,Endosome,EndoType,Cytoplasm,Nucleus,Autophagy,Autophagy_det,SynGO,Endo_iN_curated_Hundley,SynapseSVs,Presynaptic,Postsynaptic,EndoDetailed,EndoDetailLoac,NeuroDev,EndoLyso,EarlyEndosome,RecyclingEndosome,SVfusion,Svendocytosis,Svexocytosis
SLC25A29,,,,,,,LYPD5,,,,,,,,LOXL2,,,PAFAH1B1,,SNX14,,,,,,,,,,,
SLC25A3,,,,,,,LYPD6B,,,,,,,,DOCK10,,,PAK1,,SNX27,,,,,,,,,,,
SLC25A30,,,,,,,MAG,,,,,,,,BLOC1S2,,,PAK2,,SORT1,,,,,,,,,,,
SLC25A31,,,,,,,MAGI1,,,,,,,,APPL2,,,PAK3,,SPARC,,,,,,,,,,,
SLC25A32,,,,,,,MARCKSL1,,,,,,,,ZMIZ2,,,PAK5,,SPARCL1,,,,,,,,,,,
SLC25A33,,,,,,,MARCO,,,,,,,,H2AC7,,,PAK6,,SPHK1,,,,,,,,,,,
SLC25A34,,,,,,,MARVELD1,,,,,,,,DCPS,,,PALM,,SPTAN1,,,,,,,,,,,
SLC25A35,,,,,,,MARVELD2,,,,,,,,STK17A,,,PARK7,,SPTB,,,,,,,,,,,
SLC25A36,,,,,,,MAS1,,,,,,,,S100PBP,,,PARN,,SPTBN1,,,,,,,,,,,
SLC25A37,,,,,,,MAS1L,,,,,,,,GNAS,,,PCBP1,,SPTBN2,,,,,,,,,,,
SLC25A38,,,,,,,MBP,,,,,,,,SRARP,,,PCBP2,,SQSTM1,,,,,,,,,,,
SLC25A39,,,,,,,MC1R,,,,,,,,FTSJ1,,,PCDH10,,SRCIN1,,,,,,,,,,,
SLC25A4,,,,,,,MC2R,,,,,,,,USP15,,,PCDH17,,SRGAP2,,,,,,,,,,,
SLC25A40,,,,,,,MC3R,,,,,,,,ZNF451,,,PCDH7,,SRGAP2B,,,,,,,,,,,
SLC25A41,,,,,,,MC4R,,,,,,,,TESC,,,PCDH8,,SRGAP2C,,,,,,,,,,,
SLC25A42,,,,,,,MC5R,,,,,,,,H3-3A,,,PCDH9,,SRGAP3,,,,,,,,,,,
SLC25A43,,,,,,,MCAM,,,,,,,,GADD45B,,,PCLO,,SRPK2,,,,,,,,,,,
SLC25A44,,,,,,,MCHR1,,,,,,,,DCAF1,,,PDE10A,,SRPX2,,,,,,,,,,,
SLC25A45,,,,,,,MCHR2,,,,,,,,SVIL,,,PDE4A,,STAT3,,,,,,,,,,,
SLC25A46,,,,,,,MCPH1,,,,,,,,ARMC5,,,PDLIM4,,STAU2,,,,,,,,,,,
SLC25A47,,,,,,,MDGA1,,,,,,,,BCL2,,,PDLIM5,,STK38,,,,,,,,,,,
SLC25A48,,,,,,,MDGA2,,,,,,,,MED26,,,PDXP,,STK38L,,,,,,,,,,,
SLC25A5,,,,,,,MEGF10,,,,,,,,TADA1,,,PDYN,,STRN,,,,,,,,,,,
SLC25A51,,,,,,,MEGF11,,,,,,,,TJP2,,,PENK,,STRN3,,,,,,,,,,,
SLC25A52,,,,,,,MELK,,,,,,,,SAMHD1,,,PFN1,,STRN4,,,,,,,,,,,
SLC25A53,,,,,,,MELTF,,,,,,,,YTHDF2,,,PFN2,,STX2,,,,,,,,,,,
SLC25A6,,,,,,,MET,,,,,,,,MTF2,,,PGRMC2,,STX4,,,,,,,,,,,
SLC30A9,,,,,,,METTL9,,,,,,,,NACC2,,,PHACTR1,,SUMO2,,,,,,,,,,,
SLC8B1,,,,,,,MFAP3,,,,,,,,PRKAB1,,,PHB1,,SWAP70,,,,,,,,,,,
SLIRP,,,,,,,MFRP,,,,,,,,CMAHP,,,PHB2,,SYDE1;SYDE2,,,,,,,,,,,
SMDT1,,,,,,,MFSD2B,,,,,,,,AIRIM,,,PHF24,,SYNDIG1,,,,,,,,,,,
SMIM20,,,,,,,MFSD4B,,,,,,,,MAP1S,,,PI4K2A,,SYT10,,,,,,,,,,,
SMIM8,,,,,,,MFSD5,,,,,,,,SMOX,,,PIAS1,,SYT17,,,,,,,,,,,
SNAP29,,,,,,,MGAM,,,,,,,,RNF216,,,PIAS3,,SYT3,,,,,,,,,,,
SND1,,,,,,,MGRN1,,,,,,,,BEX4,,,PICALM,,TAGLN3,,,,,,,,,,,
SOD1,,,,,,,MICA,,,,,,,,MED9,,,PICK1,,TANC1,,,,,,,,,,,
SOD2,,,,,,,MICB,,,,,,,,PHF12,,,PIK3C3,,TAOK2,,,,,,,,,,,
SPATA19,,,,,,,MILR1,,,,,,,,ARX,,,PIN1,,TDRD1,,,,,,,,,,,
SPATA20,,,,,,,MINAR1,,,,,,,,STK4,,,PIP5K1C,,TDRD5,,,,,,,,,,,
SPG7,,,,,,,MIP,,,,,,,,STRN3,,,PJA2,,TDRD6,,,,,,,,,,,
SPHK2,,,,,,,MLNR,,,,,,,,THAP1,,,PLAT,,TENM3,,,,,,,,,,,
SPHKAP,,,,,,,MME,,,,,,,,AKAP17A,,,PLCB1,,TENM4,,,,,,,,,,,
SPIRE1,,,,,,,MMP15,,,,,,,,RBM22,,,PLCB2,,TENT2,,,,,,,,,,,
SPR,,,,,,,MOG,,,,,,,,INTS10,,,PLCB3,,TFRC,,,,,,,,,,,
SPRYD4,,,,,,,MON1A,,,,,,,,GCNA,,,PLCB4,,THY1,,,,,,,,,,,
SPTLC2,,,,,,,MOSMO,,,,,,,,RAB3IP,,,PLCG1,,TIAM1,,,,,,,,,,,
SQOR,,,,,,,MOSPD2,,,,,,,,DLC1,,,PLCXD3,,TLN2,,,,,,,,,,,
SSBP1,,,,,,,MPP1,,,,,,,,INTS13,,,PLD1,,TNIK,,,,,,,,,,,
STAR,,,,,,,MPP6,,,,,,,,PRMT7,,,PLEKHA5,,TPD52,,,,,,,,,,,
STARD7,,,,,,,MPP7,,,,,,,,INTS7,,,PLEKHG5,,TRAF6,,,,,,,,,,,
STOM,,,,,,,MPZ,,,,,,,,FAM111A,,,PLG,,TRIM3,,,,,,,,,,,
STOML2,,,,,,,MPZL1,,,,,,,,NEK1,,,PLK2,,TRIM47,,,,,,,,,,,
STX17,,,,,,,MRGPRE,,,,,,,,PLEKHG4B,,,PLPPR4,,TRIO,,,,,,,,,,,
STYXL1,,,,,,,MRGPRF,,,,,,,,SETD4,,,PLS3,,TRPC5,,,,,,,,,,,
SUCLA2,,,,,,,MRGPRG,,,,,,,,KIF20B,,,PLXNA1,,TSC2,,,,,,,,,,,
SUCLG1,,,,,,,MRGPRX1,,,,,,,,MED17,,,PLXNA4,,TSPAN7,,,,,,,,,,,
SUCLG2,,,,,,,MRGPRX2,,,,,,,,PNMA5,,,PLXNB1,,TTYH1,,,,,,,,,,,
SUGCT,,,,,,,MRGPRX3,,,,,,,,OTUD7B,,,PLXNC1,,TUBA1A,,,,,,,,,,,
SUOX,,,,,,,MRGPRX4,,,,,,,,QKI,,,PLXND1,,TUBB,,,,,,,,,,,
SUPV3L1,,,,,,,MS4A1,,,,,,,,UHRF2,,,PNKD,,TUFM,,,,,,,,,,,
SURF1,,,,,,,MSLN,,,,,,,,ALS2,,,PODXL,,UBA52,,,,,,,,,,,
SYNJ2BP,,,,,,,MSN,,,,,,,,LIN28A,,,PORCN,,UBE2M,,,,,,,,,,,
TACO1,,,,,,,MTNR1A,,,,,,,,GBP4,,,PPA2,,UBE2N,,,,,,,,,,,
TAMM41,,,,,,,MTNR1B,,,,,,,,TULP3,,,PPFIA1,,UBE2V1,,,,,,,,,,,
TARS2,,,,,,,MUC16,,,,,,,,SNAI1,,,PPFIA2,,UBE3B,,,,,,,,,,,
TAZ,,,,,,,MUC21,,,,,,,,XPO7,,,PPFIA3,,USP46,,,,,,,,,,,
TBRG4,,,,,,,MUSK,,,,,,,,MED8,,,PPFIA4,,USP5,,,,,,,,,,,
TCAIM,,,,,,,MYADM,,,,,,,,SMAD3,,,PPFIBP2,,USP8,,,,,,,,,,,
TDRKH,,,,,,,MYMX,,,,,,,,PDCD6,,,PPM1H,,USP9X,,,,,,,,,,,
TEFM,,,,,,,MYO10,,,,,,,,BAG3,,,PPP1CA,,VANGL2,,,,,,,,,,,
TFAM,,,,,,,MYO1A,,,,,,,,MIS12,,,PPP1CC,,VASP,,,,,,,,,,,
TFB1M,,,,,,,MYO1B,,,,,,,,TTC4,,,PPP1R1B,,VCAN,,,,,,,,,,,
TFB2M,,,,,,,MYO1C,,,,,,,,KATNBL1,,,PPP1R9A,,VCP,,,,,,,,,,,
THEM4,,,,,,,MYO1E,,,,,,,,USP12,,,PPP1R9B,,VCPIP1,,,,,,,,,,,
THEM5,,,,,,,MYO1G,,,,,,,,IMPDH1,,,PPP2CA,,VEZT,,,,,,,,,,,
THG1L,,,,,,,NAALAD2,,,,,,,,ZPR1,,,PPP2R1A,,VGF,,,,,,,,,,,
THNSL1,,,,,,,NAALADL1,,,,,,,,GATAD2A,,,PPP2R1B,,VHL,,,,,,,,,,,
TIMM10,,,,,,,NAE1,,,,,,,,MAF1,,,PPP2R2A,,VLDLR,,,,,,,,,,,
TIMM10B,,,,,,,NAPA,,,,,,,,HNF1A,,,PPP3CA,,VPS16,,,,,,,,,,,
TIMM13,,,,,,,NCAM2,,,,,,,,ARNT,,,PPP3CB,,VPS52,,,,,,,,,,,
TIMM17A,,,,,,,NCMAP,,,,,,,,SPRTN,,,PPP3CC,,WASF1,,,,,,,,,,,
TIMM17B,,,,,,,NCR1,,,,,,,,CAPN3,,,PPP3R1,,WASF2,,,,,,,,,,,
TIMM21,,,,,,,NCR2,,,,,,,,GLI2,,,PPT1,,WASF3,,,,,,,,,,,
TIMM22,,,,,,,NCR3,,,,,,,,ERH,,,PRAF2,,WASL,,,,,,,,,,,
TIMM23,,,,,,,NCR3LG1,,,,,,,,MAD2L2,,,PRICKLE1,,WDR1,,,,,,,,,,,
TIMM29,,,,,,,NCS1,,,,,,,,NEIL1,,,PRICKLE2,,WIPF3,,,,,,,,,,,
TIMM44,,,,,,,NECTIN2,,,,,,,,ADAM19,,,PRKACA,,WLS,,,,,,,,,,,
TIMM50,,,,,,,NECTIN3,,,,,,,,PFDN2,,,PRKAR1A,,WNT3A,,,,,,,,,,,
TIMM8A,,,,,,,NEGR1,,,,,,,,MED13,,,PRKAR1B,,WNT5A,,,,,,,,,,,
TIMM8B,,,,,,,NEO1,,,,,,,,LHPP,,,PRKAR2A,,YBX1,,,,,,,,,,,
TIMM9,,,,,,,NEU3,,,,,,,,TRAPPC2,,,PRKAR2B,,YBX3,,,,,,,,,,,
TIMMDC1,,,,,,,NF2,,,,,,,,NFKBIL1,,,PRKCA,,YWHAE,,,,,,,,,,,
TK2,,,,,,,NFAM1,,,,,,,,DNMT3B,,,PRKCB,,YWHAG,,,,,,,,,,,
TMEM11,,,,,,,NFASC,,,,,,,,UBE2B,,,PRKCD,,YWHAH,,,,,,,,,,,
TMEM126A,,,,,,,NGFR,,,,,,,,SAP30BP,,,PRKCE,,YWHAQ,,,,,,,,,,,
TMEM126B,,,,,,,NKAIN1,,,,,,,,DDX11,,,PRKCG,,YWHAZ,,,,,,,,,,,
TMEM143,,,,,,,NKAIN2,,,,,,,,TXN,,,PRKCI,,ZDHHC17,,,,,,,,,,,
TMEM14C,,,,,,,NKAIN3,,,,,,,,NR2F1,,,PRKCZ,,ZDHHC5,,,,,,,,,,,
TMEM177,,,,,,,NKAIN4,,,,,,,,NR2F6,,,PRKN,,ZDHHC8,,,,,,,,,,,
TMEM186,,,,,,,NKTR,,,,,,,,MBD3L2,,,PRMT8,,,,,,,,,,,,,
TMEM205,,,,,,,NLGN1,,,,,,,,UXT,,,PRNP,,,,,,,,,,,,,
TMEM65,,,,,,,NLGN2,,,,,,,,SSUH2,,,PRR7,,,,,,,,,,,,,
TMEM70,,,,,,,NLGN3,,,,,,,,FAN1,,,PRRT1,,,,,,,,,,,,,
TMLHE,,,,,,,NLGN4X,,,,,,,,DIS3,,,PRRT2,,,,,,,,,,,,,
TOMM20,,,,,,,NLGN4Y,,,,,,,,PPARG,,,PRSS12,,,,,,,,,,,,,
TOMM20L,,,,,,,NMBR,,,,,,,,ZBTB1,,,PRUNE2,,,,,,,,,,,,,
TOMM22,,,,,,,NMUR1,,,,,,,,ZC3H12A,,,PSD,,,,,,,,,,,,,
TOMM34,,,,,,,NMUR2,,,,,,,,CCNY,,,PSD2,,,,,,,,,,,,,
TOMM40,,,,,,,NOS1,,,,,,,,C2CD4A,,,PSD3,,,,,,,,,,,,,
TOMM40L,,,,,,,NOS1AP,,,,,,,,WDR37,,,PSEN1,,,,,,,,,,,,,
TOMM5,,,,,,,NOTCH1,,,,,,,,MAGOHB,,,PSEN2,,,,,,,,,,,,,
TOMM6,,,,,,,NOTCH2,,,,,,,,CARD8,,,PSENEN,,,,,,,,,,,,,
TOMM7,,,,,,,NOX1,,,,,,,,CCNDBP1,,,PTCH1,,,,,,,,,,,,,
TOMM70,,,,,,,NPBWR1,,,,,,,,TRIM52,,,PTEN,,,,,,,,,,,,,
TOP1MT,,,,,,,NPBWR2,,,,,,,,RERG,,,PTK2,,,,,,,,,,,,,
TOP3A,,,,,,,NPFFR1,,,,,,,,TP53INP1,,,PTK2B,,,,,,,,,,,,,
TRAP1,,,,,,,NPFFR2,,,,,,,,PSIP1,,,PTN,,,,,,,,,,,,,
TRIAP1,,,,,,,NPHS1,,,,,,,,GJA1,,,PTPN1,,,,,,,,,,,,,
TRIT1,,,,,,,NPR1,,,,,,,,GADD45G,,,PTPN23,,,,,,,,,,,,,
TRMT1,,,,,,,NPR2,,,,,,,,TBX18,,,PTPRA,,,,,,,,,,,,,
TRMT10C,,,,,,,NPR3,,,,,,,,SUPT3H,,,PTPRD,,,,,,,,,,,,,
TRMT2B,,,,,,,NPTN,,,,,,,,STAT3,,,PTPRF,,,,,,,,,,,,,
TRMT5,,,,,,,NPY1R,,,,,,,,GMNN,,,PTPRN,,,,,,,,,,,,,
TRMT61B,,,,,,,NPY2R,,,,,,,,LUC7L3,,,PTPRN2,,,,,,,,,,,,,
TRMU,,,,,,,NPY4R,,,,,,,,RNF169,,,PTPRO,,,,,,,,,,,,,
TRNT1,,,,,,,NPY4R2,,,,,,,,POU3F3,,,PTPRS,,,,,,,,,,,,,
TRUB2,,,,,,,NPY5R,,,,,,,,TENT5B,,,PTPRT,,,,,,,,,,,,,
TSFM,,,,,,,NRAC,,,,,,,,TOP3B,,,PTPRZ1,,,,,,,,,,,,,
TSPO,,,,,,,NRAS,,,,,,,,CCNA2,,,PUM2,,,,,,,,,,,,,
TST,,,,,,,NRN1,,,,,,,,CHFR,,,PURA,,,,,,,,,,,,,
TSTD1,,,,,,,NRN1L,,,,,,,,HSPB7,,,PURG,,,,,,,,,,,,,
TSTD3,,,,,,,NRXN1,,,,,,,,DUX4,,,QKI,,,,,,,,,,,,,
TTC19,,,,,,,NT5E,,,,,,,,HESX1,,,RAB10,,,,,,,,,,,,,
TUFM,,,,,,,NTM,,,,,,,,COPS7A,,,RAB11A,,,,,,,,,,,,,
TWNK,,,,,,,NTNG1,,,,,,,,ZMYM2,,,RAB11B,,,,,,,,,,,,,
TXN2,,,,,,,NTNG2,,,,,,,,APPL1,,,RAB11FIP3,,,,,,,,,,,,,
TXNRD1,,,,,,,NTSR1,,,,,,,,INTS4,,,RAB11FIP5,,,,,,,,,,,,,
TXNRD2,,,,,,,NTSR2,,,,,,,,GPATCH3,,,RAB14,,,,,,,,,,,,,
UCP1,,,,,,,NUMB,,,,,,,,TNIK,,,RAB17,,,,,,,,,,,,,
UCP2,,,,,,,OCLN,,,,,,,,FOXH1,,,RAB18,,,,,,,,,,,,,
UCP3,,,,,,,OLR1,,,,,,,,MYCBP2,,,RAB1A,,,,,,,,,,,,,
UNG,,,,,,,OMG,,,,,,,,MED6,,,RAB1B,,,,,,,,,,,,,
UQCC1,,,,,,,OPALIN,,,,,,,,RPS6KA5,,,RAB21,,,,,,,,,,,,,
UQCC2,,,,,,,OPCML,,,,,,,,MED30,,,RAB26,,,,,,,,,,,,,
UQCC3,,,,,,,OPN1MW,,,,,,,,FUBP3,,,RAB27B,,,,,,,,,,,,,
UQCR10,,,,,,,OPN1MW2,,,,,,,,TAF9,,,RAB2A,,,,,,,,,,,,,
UQCR11,,,,,,,OPN1MW3,,,,,,,,CALR,,,RAB33B,,,,,,,,,,,,,
UQCRB,,,,,,,OPN4,,,,,,,,SF3B1,,,RAB35,,,,,,,,,,,,,
UQCRC1,,,,,,,OPRD1,,,,,,,,BANF1,,,RAB3A,,,,,,,,,,,,,
UQCRC2,,,,,,,OPRK1,,,,,,,,TAF5L,,,RAB3B,,,,,,,,,,,,,
UQCRFS1,,,,,,,OR10A2,,,,,,,,TADA3,,,RAB3C,,,,,,,,,,,,,
UQCRH,,,,,,,OR10A3,,,,,,,,RBBP7,,,RAB4A,,,,,,,,,,,,,
UQCRQ,,,,,,,OR10A4,,,,,,,,SNRNP35,,,RAB4B,,,,,,,,,,,,,
USP30,,,,,,,OR10A5,,,,,,,,EGFR,,,RAB5A,,,,,,,,,,,,,
VARS2,,,,,,,OR10A6,,,,,,,,HSPB8,,,RAB5B,,,,,,,,,,,,,
VDAC1,,,,,,,OR10A7,,,,,,,,MAPK14,,,RAB5C,,,,,,,,,,,,,
VDAC2,,,,,,,OR10AC1,,,,,,,,MYLK2,,,RAB6A,,,,,,,,,,,,,
VDAC3,,,,,,,OR10AD1,,,,,,,,FBXO3,,,RAB6B,,,,,,,,,,,,,
VPS13D,,,,,,,OR10AG1,,,,,,,,ANAPC4,,,RAB7A,,,,,,,,,,,,,
VWA8,,,,,,,OR10C1,,,,,,,,ANAPC5,,,RAB8A,,,,,,,,,,,,,
WARS2,,,,,,,OR10D3,,,,,,,,ANAPC7,,,RAB8B,,,,,,,,,,,,,
XPNPEP3,,,,,,,OR10D4P,,,,,,,,TOR1AIP1,,,RABAC1,,,,,,,,,,,,,
YARS2,,,,,,,OR10G2,,,,,,,,TAF12,,,RABEP1,,,,,,,,,,,,,
YBEY,,,,,,,OR10G3,,,,,,,,PKN2,,,RABGEF1,,,,,,,,,,,,,
YME1L1,,,,,,,OR10G4,,,,,,,,PKN1,,,RAC1,,,,,,,,,,,,,
YRDC,,,,,,,OR10G6,,,,,,,,CDT1,,,RAC3,,,,,,,,,,,,,
ZADH2,,,,,,,OR10G7,,,,,,,,DDX41,,,RALA,,,,,,,,,,,,,
,,,,,,,OR10G8,,,,,,,,FEM1B,,,RALBP1,,,,,,,,,,,,,
,,,,,,,OR10G9,,,,,,,,CAD,,,RAMP1,,,,,,,,,,,,,
,,,,,,,OR10H1,,,,,,,,MED28,,,RANBP6,,,,,,,,,,,,,
,,,,,,,OR10H2,,,,,,,,EPN3,,,RAP1A,,,,,,,,,,,,,
,,,,,,,OR10H3,,,,,,,,LEF1,,,RAP1B,,,,,,,,,,,,,
,,,,,,,OR10H4,,,,,,,,DMAP1,,,RAP2A,,,,,,,,,,,,,
,,,,,,,OR10H5,,,,,,,,OSGEP,,,RAPGEF2,,,,,,,,,,,,,
,,,,,,,OR10J1,,,,,,,,SAV1,,,RAPGEF4,,,,,,,,,,,,,
,,,,,,,OR10J3,,,,,,,,PLK3,,,RAPH1,,,,,,,,,,,,,
,,,,,,,OR10J4,,,,,,,,WNK1,,,RAPSN,,,,,,,,,,,,,
,,,,,,,OR10J5,,,,,,,,EXOSC4,,,RASGRF1,,,,,,,,,,,,,
,,,,,,,OR10J6P,,,,,,,,ZNF521,,,RASGRF2,,,,,,,,,,,,,
,,,,,,,OR10K1,,,,,,,,ZC3H10,,,RBMX,,,,,,,,,,,,,
,,,,,,,OR10K2,,,,,,,,USP47,,,RDX,,,,,,,,,,,,,
,,,,,,,OR10P1,,,,,,,,GRAP2,,,RELA,,,,,,,,,,,,,
,,,,,,,OR10Q1,,,,,,,,SETSIP,,,RELB,,,,,,,,,,,,,
,,,,,,,OR10R2,,,,,,,,RITA1,,,RELN,,,,,,,,,,,,,
,,,,,,,OR10S1,,,,,,,,H2BC21,,,RGS12,,,,,,,,,,,,,
,,,,,,,OR10T2,,,,,,,,H2AC20,,,RGS14,,,,,,,,,,,,,
,,,,,,,OR10V1,,,,,,,,STAP1,,,RGS4,,,,,,,,,,,,,
,,,,,,,OR10W1,,,,,,,,TP53TG3,,,RGS7,,,,,,,,,,,,,
,,,,,,,OR10X1,,,,,,,,MAML3,,,RGS7BP,,,,,,,,,,,,,
,,,,,,,OR10Z1,,,,,,,,PTPN23,,,RGS9,,,,,,,,,,,,,
,,,,,,,OR11A1,,,,,,,,CENPH,,,RHEB,,,,,,,,,,,,,
,,,,,,,OR11G2,,,,,,,,GCM1,,,RHOA,,,,,,,,,,,,,
,,,,,,,OR11H1,,,,,,,,AKAP8L,,,RHOB,,,,,,,,,,,,,
,,,,,,,OR11H12,,,,,,,,SMARCA4,,,RHOG,,,,,,,,,,,,,
,,,,,,,OR11H2,,,,,,,,VCPIP1,,,RIMBP2,,,,,,,,,,,,,
,,,,,,,OR11H4,,,,,,,,NELFA,,,RIMS1,,,,,,,,,,,,,
,,,,,,,OR11H6,,,,,,,,CIZ1,,,RIMS2,,,,,,,,,,,,,
,,,,,,,OR11H7,,,,,,,,ZMYND8,,,RIMS3,,,,,,,,,,,,,
,,,,,,,OR11L1,,,,,,,,L3MBTL1,,,RIMS4,,,,,,,,,,,,,
,,,,,,,OR12D1,,,,,,,,ZNF711,,,RMDN3,,,,,,,,,,,,,
,,,,,,,OR12D2,,,,,,,,C3orf38,,,RNF10,,,,,,,,,,,,,
,,,,,,,OR12D3,,,,,,,,NOC2L,,,RNF138,,,,,,,,,,,,,
,,,,,,,OR13A1,,,,,,,,TBX22,,,RNF19A,,,,,,,,,,,,,
,,,,,,,OR13C2,,,,,,,,ZNF501,,,RNF216,,,,,,,,,,,,,
,,,,,,,OR13C3,,,,,,,,PKP3,,,RNF220,,,,,,,,,,,,,
,,,,,,,OR13C4,,,,,,,,CREB3L1,,,RNF34,,,,,,,,,,,,,
,,,,,,,OR13C5,,,,,,,,CBY1,,,ROBO2,,,,,,,,,,,,,
,,,,,,,OR13C6P,,,,,,,,PHC3,,,ROCK1,,,,,,,,,,,,,
,,,,,,,OR13C7,,,,,,,,SH3BP1,,,ROCK2,,,,,,,,,,,,,
,,,,,,,OR13C8,,,,,,,,FHOD1,,,ROGDI,,,,,,,,,,,,,
,,,,,,,OR13C9,,,,,,,,HDAC11,,,ROR2,,,,,,,,,,,,,
,,,,,,,OR13D1,,,,,,,,MAFB,,,RPH3A,,,,,,,,,,,,,
,,,,,,,OR13F1,,,,,,,,FBXO7,,,RPL10,,,,,,,,,,,,,
,,,,,,,OR13G1,,,,,,,,RTCB,,,RPL10A,,,,,,,,,,,,,
,,,,,,,OR13H1,,,,,,,,SLU7,,,RPL11,,,,,,,,,,,,,
,,,,,,,OR13J1,,,,,,,,ARIH2,,,RPL12,,,,,,,,,,,,,
,,,,,,,OR14A16,,,,,,,,CPEB3,,,RPL13,,,,,,,,,,,,,
,,,,,,,OR14A2,,,,,,,,ZBTB7A,,,RPL13A,,,,,,,,,,,,,
,,,,,,,OR14C36,,,,,,,,ZNF540,,,RPL14,,,,,,,,,,,,,
,,,,,,,OR14I1,,,,,,,,HDGFL3,,,RPL15,,,,,,,,,,,,,
,,,,,,,OR14J1,,,,,,,,NCOR1,,,RPL17,,,,,,,,,,,,,
,,,,,,,OR14K1,,,,,,,,AIFM1,,,RPL18,,,,,,,,,,,,,
,,,,,,,OR14L1P,,,,,,,,CLIC3,,,RPL18A,,,,,,,,,,,,,
,,,,,,,OR1A1,,,,,,,,CIAO2B,,,RPL19,,,,,,,,,,,,,
,,,,,,,OR1A2,,,,,,,,SMC2,,,RPL21,,,,,,,,,,,,,
,,,,,,,OR1B1,,,,,,,,RGS22,,,RPL22,,,,,,,,,,,,,
,,,,,,,OR1C1,,,,,,,,PAPSS2,,,RPL23,,,,,,,,,,,,,
,,,,,,,OR1D2,,,,,,,,MED31,,,RPL23A,,,,,,,,,,,,,
,,,,,,,OR1D4,,,,,,,,PPIL1,,,RPL24,,,,,,,,,,,,,
,,,,,,,OR1D5,,,,,,,,TPRKB,,,RPL26,,,,,,,,,,,,,
,,,,,,,OR1E1,,,,,,,,EXOSC8,,,RPL27,,,,,,,,,,,,,
,,,,,,,OR1E2,,,,,,,,REXO2,,,RPL27A,,,,,,,,,,,,,
,,,,,,,OR1E3,,,,,,,,SF3B6,,,RPL28,,,,,,,,,,,,,
,,,,,,,OR1F1,,,,,,,,EXOSC1,,,RPL29,,,,,,,,,,,,,
,,,,,,,OR1F12,,,,,,,,PRPF6,,,RPL3,,,,,,,,,,,,,
,,,,,,,OR1F2P,,,,,,,,AKIRIN2,,,RPL30,,,,,,,,,,,,,
,,,,,,,OR1G1,,,,,,,,CSRP1,,,RPL31,,,,,,,,,,,,,
,,,,,,,OR1I1,,,,,,,,FOXK1,,,RPL32,,,,,,,,,,,,,
,,,,,,,OR1J1,,,,,,,,KLHL22,,,RPL34,,,,,,,,,,,,,
,,,,,,,OR1J2,,,,,,,,USP39,,,RPL35,,,,,,,,,,,,,
,,,,,,,OR1J4,,,,,,,,DYNLL1,,,RPL35A,,,,,,,,,,,,,
,,,,,,,OR1K1,,,,,,,,SETMAR,,,RPL36,,,,,,,,,,,,,
,,,,,,,OR1L1,,,,,,,,PRKCI,,,RPL36A,,,,,,,,,,,,,
,,,,,,,OR1L3,,,,,,,,CAMTA2,,,RPL37,,,,,,,,,,,,,
,,,,,,,OR1L4,,,,,,,,SOX9,,,RPL37A,,,,,,,,,,,,,
,,,,,,,OR1L6,,,,,,,,SOX2,,,RPL38,,,,,,,,,,,,,
,,,,,,,OR1L8,,,,,,,,PARP10,,,RPL4,,,,,,,,,,,,,
,,,,,,,OR1M1,,,,,,,,SLFN12,,,RPL5,,,,,,,,,,,,,
,,,,,,,OR1N1,,,,,,,,KAT2A,,,RPL6,,,,,,,,,,,,,
,,,,,,,OR1N2,,,,,,,,DDX17,,,RPL7,,,,,,,,,,,,,
,,,,,,,OR1P1,,,,,,,,RIT2,,,RPL7A,,,,,,,,,,,,,
,,,,,,,OR1Q1,,,,,,,,UBE2E1,,,RPL8,,,,,,,,,,,,,
,,,,,,,OR1S1,,,,,,,,TIA1,,,RPL9,,,,,,,,,,,,,
,,,,,,,OR1S2,,,,,,,,ERCC4,,,RPLP0,,,,,,,,,,,,,
,,,,,,,OR2A1,,,,,,,,MEPCE,,,RPLP1,,,,,,,,,,,,,
,,,,,,,OR2A12,,,,,,,,RBMX,,,RPLP2,,,,,,,,,,,,,
,,,,,,,OR2A14,,,,,,,,ZMYND11,,,RPS10,,,,,,,,,,,,,
,,,,,,,OR2A2,,,,,,,,H1-2,,,RPS11,,,,,,,,,,,,,
,,,,,,,OR2A25,,,,,,,,HIKESHI,,,RPS12,,,,,,,,,,,,,
,,,,,,,OR2A4,,,,,,,,RFX5,,,RPS13,,,,,,,,,,,,,
,,,,,,,OR2A5,,,,,,,,RFX3,,,RPS14,,,,,,,,,,,,,
,,,,,,,OR2A7,,,,,,,,SUPT4H1,,,RPS15,,,,,,,,,,,,,
,,,,,,,OR2AE1,,,,,,,,COPS8,,,RPS15A,,,,,,,,,,,,,
,,,,,,,OR2AG1,,,,,,,,UPF1,,,RPS16,,,,,,,,,,,,,
,,,,,,,OR2AG2,,,,,,,,RAD9A,,,RPS17,,,,,,,,,,,,,
,,,,,,,OR2AJ1,,,,,,,,GFI1,,,RPS18,,,,,,,,,,,,,
,,,,,,,OR2AK2,,,,,,,,HDGF,,,RPS19,,,,,,,,,,,,,
